ZONE_,STATION,LINE,TYPE,STATE,KEY_,LABEL,LAT,LONG
na,Leamy Avenue,Route 101 Trolley,Surface Trolley,PA,S01LMY,Leamy Avenue,39.92627837300,-75.33732051070
na,Woodland Avenue,Route 101 Trolley,Surface Trolley,PA,S01WLD,Woodland Avenue,39.92475375210,-75.33963494500
na,Thomson Avenue,Route 101 Trolley,Surface Trolley,PA,S01THM,Thomson Avenue,39.92111056320,-75.34544881080
na,Springfield Mall,Route 101 Trolley,Surface Trolley,PA,S01SFM,Springfield Mall,39.91811906210,-75.34898202920
na,Paper Mill Road,Route 101 Trolley,Surface Trolley,PA,S01PPR,Paper Mill Road,39.91535548940,-75.35790396880
na,Pine Ridge,Route 101 Trolley,Surface Trolley,PA,S01PRG,Pine Ridge,39.91497188470,-75.36996984180
na,Beatty Road,Route 101 Trolley,Surface Trolley,PA,S01BTY,Beatty Road,39.91618491490,-75.37690839580
3,Elwyn,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3EWN,Elwyn,39.90787568840,-75.41119720630
3,Media,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3MDA,Media,39.91425948850,-75.39480281130
3,Moylan-Rose Valley,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3MRV,Moylan-Rose Valley,39.90593665100,-75.38803169860
3,Wallingford,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3WFD,Wallingford,39.90361659780,-75.37172093220
3,Swarthmore,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3SWT,Swarthmore,39.90221293610,-75.35106038970
na,Sharon Hill,Route 102 Trolley,Surface Trolley,PA,S02SHL,Sharon Hill,39.90661154670,-75.27811055220
4,Marcus Hook,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2MHK,Marcus Hook,39.82154837830,-75.41956843000
4,Highland Avenue,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2HDA,Highland Avenue,39.83377121870,-75.39301847560
3,Chester TC,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2CTC,Chester TC,39.84947228760,-75.36006729870
3,Eddystone,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2EDY,Eddystone,39.85730112930,-75.34165242910
3,Crum Lynne,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2CLN,Crum Lynne,39.87182054040,-75.33084192360
3,Ridley Park,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2RPK,Ridley Park,39.88054710000,-75.32187029590
2,Prospect Park,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2PPK,Prospect Park,39.88803549010,-75.30937267700
2,Norwood,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2NWD,Norwood,39.89127803250,-75.30221246810
2,Glenolden,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2GLN,Glenolden,39.89629293090,-75.29019749910
2,Gladstone,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3GSN,Gladstone,39.93268838910,-75.28210048380
2,Lansdowne,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3LDN,Lansdowne,39.93724687940,-75.27140490080
2,Fernwood - Yeadon,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3FYN,Fernwood - Yeadon,39.93961074390,-75.25573824610
na,Garretford,Route 102 Trolley,Surface Trolley,PA,S02GAR,Garretford,39.94405801300,-75.29582265570
4,North Wales,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5NWL,North Wales,40.21433462760,-75.27732797220
4,Gwynedd Valley,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5GVY,Gwynedd Valley,40.18485158000,-75.25688919330
4,Penllyn,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5PNL,Penllyn,40.16967236790,-75.24401047150
3,Ambler,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5AMB,Ambler,40.15369728970,-75.22485212780
3,Fort Washington,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5FWN,Fort Washington,40.13580327520,-75.21252708450
3,Oreland,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5ORE,Oreland,40.11855788490,-75.18462877240
3,North Hills,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5NHL,North Hills,40.11207362470,-75.16960839710
3,Glenside,SEPTA Main Line,SEPTA Regional Rail,PA,SR1GSD,Glenside,40.10129841500,-75.15376395220
3,Jenkintown - Wyncote,SEPTA Main Line,SEPTA Regional Rail,PA,SR1JWT,Jenkintown - Wyncote,40.09344768240,-75.13791804530
2,Elkins Park,SEPTA Main Line,SEPTA Regional Rail,PA,SR1ELK,Elkins Park,40.07121467320,-75.12775301820
2,Melrose Park,SEPTA Main Line,SEPTA Regional Rail,PA,SR1MPK,Melrose Park,40.05947387390,-75.12913470410
4,Hatboro,Warminster Line,SEPTA Regional Rail,PA,SR2HAT,Hatboro,40.17630720920,-75.10269951440
3,Willow Grove,Warminster Line,SEPTA Regional Rail,PA,SR2WGV,Willow Grove,40.14374635870,-75.11440734990
3,Crestmont,Warminster Line,SEPTA Regional Rail,PA,SR2CTT,Crestmont,40.13333360050,-75.11872827740
3,Roslyn,Warminster Line,SEPTA Regional Rail,PA,SR2RLN,Roslyn,40.12095109720,-75.13416968690
3,Ardsley,Warminster Line,SEPTA Regional Rail,PA,SR2ARY,Ardsley,40.11453969460,-75.15298222230
3,Noble,West Trenton Line,SEPTA Regional Rail,PA,SR3NBL,Noble,40.10435615070,-75.12450372510
3,Rydal,West Trenton Line,SEPTA Regional Rail,PA,SR3RDL,Rydal,40.10742081150,-75.11066645830
3,Meadowbrook,West Trenton Line,SEPTA Regional Rail,PA,SR3MBK,Meadowbrook,40.11137063500,-75.09251482020
3,Bethayres,West Trenton Line,SEPTA Regional Rail,PA,SR3BTH,Bethayres,40.11652677890,-75.06872078610
3,Philmont,West Trenton Line,SEPTA Regional Rail,PA,SR3PLM,Philmont,40.12190028050,-75.04379407400
2,Miquon,Manayunk/Norristown Line,SEPTA Regional Rail,PA,SR6MQN,Miquon,40.05858374320,-75.26631604000
3,Spring Mill,Manayunk/Norristown Line,SEPTA Regional Rail,PA,SR6SML,Spring Mill,40.07417323780,-75.28606117070
3,Conshohocken,Manayunk/Norristown Line,SEPTA Regional Rail,PA,SR6CON,Conshohocken,40.07203147370,-75.30856220160
3,Norristown TC,Manayunk/Norristown Line,SEPTA Regional Rail,PA,SR6NTC,Norristown Trans. Ctr.,40.11268696930,-75.34409402980
3,Main Street,Manayunk/Norristown Line,SEPTA Regional Rail,PA,SR6MSN,Main Street,40.11727219960,-75.34853794030
na,Beechwood-Brookline,Norristown High Speed Line,Rapid Transit,PA,S00BCH,Beechwood-Brookline,39.98661908590,-75.29166846190
na,Penfield,Norristown High Speed Line,Rapid Transit,PA,S00PNF,Penfield,39.98094104160,-75.28395959510
na,Township Line Road,Norristown High Speed Line,Rapid Transit,PA,S00WOV,Township Line Road,39.97477677330,-75.28157678420
na,Parkview,Norristown High Speed Line,Rapid Transit,PA,S00PKV,Parkview,39.96870590340,-75.27423842130
na,69th Street Transportation Center,Market/Frankford Line,Subway-Elavated,PA,SMF69S,69th Street Trans. Ctr.,39.96255924500,-75.25908615520
na,Millbourne,Market/Frankford Line,Subway-Elavated,PA,SMFMIL,Millbourne,39.96443929240,-75.25243046720
na,Fairfield Avenue,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12FFD,Fairfield,39.96072064800,-75.26370255150
na,Walnut Street,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12WNT,Walnut Street,39.95879426070,-75.26671686990
na,Bywood,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12BYW,Bywood,39.95754512040,-75.26926708070
na,Hilltop Road,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12HLT,Hilltop Road,39.95600680890,-75.27280945540
na,Beverly Hills,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12BHL,Beverly Hills,39.95506459240,-75.27480049020
na,Congress Avenue,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12CNG,Congress Avenue,39.95291682260,-75.27916043450
na,Lansdowne Avenue,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12LDN,Lansdowne Avenue,39.95157486340,-75.28248589340
na,Drexel Park,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12DXP,Drexel Park,39.94970088930,-75.28696919560
na,Irvington Road,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12IVN,Irvington Road,39.94868190920,-75.28913187940
na,Drexel Hill Junction,Route 101 & 102 Trolley Lines,Surface Trolley,PA,S12DHJ,Drexel Hill Junction,39.94701911250,-75.29265252320
na,Huey Avenue,Route 101 Trolley,Surface Trolley,PA,S01HUE,Huey Avenue,39.94759048220,-75.29773673800
na,School Avenue,Route 101 Trolley,Surface Trolley,PA,S01SCH,School Avenue,39.94872334500,-75.29988359770
na,Aronimink,Route 101 Trolley,Surface Trolley,PA,S01ARN,Aronimink,39.94928476150,-75.30608735130
na,Anderson Avenue,Route 101 Trolley,Surface Trolley,PA,S01AND,Anderson Avenue,39.94785016910,-75.31280254380
na,Drexelbrook,Route 101 Trolley,Surface Trolley,PA,S01DXB,Drexelbrook,39.94717534390,-75.31599314970
na,Drexeline,Route 101 Trolley,Surface Trolley,PA,S01DXL,Drexeline,39.94483292990,-75.32146019640
na,Scenic Road,Route 101 Trolley,Surface Trolley,PA,S01SCE,Scenic Road,39.94081492660,-75.32594937680
na,Springfield Road (101),Route 101 Trolley,Surface Trolley,PA,S01SFR,Springfield Road,39.93448031980,-75.32955057330
na,Drexel Manor,Route 102 Trolley,Surface Trolley,PA,S02DXM,Drexel Manor,39.94228438130,-75.29642868880
na,Marshall Road,Route 102 Trolley,Surface Trolley,PA,S02MSH,Marshall Road,39.94008715640,-75.29640391990
na,Oakview,Route 102 Trolley,Surface Trolley,PA,S02OVW,Oakview,39.93513249720,-75.29508349800
na,Baltimore Pike,Route 102 Trolley,Surface Trolley,PA,S02BPK,Baltimore Pike,39.93127611840,-75.29284349500
na,Penn Street,Route 102 Trolley,Surface Trolley,PA,S02PNS,Penn Street,39.92882576640,-75.29204026930
na,Hughes Park,Norristown High Speed Line,Rapid Transit,PA,S00HPK,Hughes Park,40.08122926180,-75.34892334680
na,Gulph Mills,Norristown High Speed Line,Rapid Transit,PA,S00GML,Gulph Mills,40.07115459130,-75.34252317750
na,Matsonford,Norristown High Speed Line,Rapid Transit,PA,S00MFD,Matsonford,40.05818146390,-75.33946459110
na,County Line,Norristown High Speed Line,Rapid Transit,PA,S00CTY,County Line,40.05034071040,-75.34716689730
3,Rosemont,Paoli/Thorndale Line,SEPTA Regional Rail,PA,SR5RMT,Rosemont,40.02814534780,-75.32733432270
3,Bryn Mawr,Paoli/Thorndale Line,SEPTA Regional Rail,PA,SR5BMR,Bryn Mawr,40.02190253310,-75.31587633570
2,Haverford,Paoli/Thorndale Line,SEPTA Regional Rail,PA,SR5HVD,Haverford,40.01401159150,-75.30025930080
2,Ardmore,Paoli/Thorndale Line,SEPTA Regional Rail,PA,SR5ARD,Ardmore,40.00828854020,-75.29029326170
2,Wynnewood,Paoli/Thorndale Line,SEPTA Regional Rail,PA,SR5WYN,Wynnewood,40.00273604170,-75.27310116450
2,Narberth,Paoli/Thorndale Line,SEPTA Regional Rail,PA,SR5NBH,Narberth,40.00494410820,-75.26157744630
2,Merion,Paoli/Thorndale Line,SEPTA Regional Rail,PA,SR5MRN,Merion,39.99753426580,-75.25159384880
2,Bala,Cynwyd Line,SEPTA Regional Rail,PA,SR6BAL,Bala,40.00099316530,-75.22774786790
2,Cynwyd,Cynwyd Line,SEPTA Regional Rail,PA,SR6CYN,Cynwyd,40.00673305260,-75.23189897540
3,Somerton,West Trenton Line,SEPTA Regional Rail,PA,SR3STN,Somerton,40.13065780560,-75.01206363830
3,Forest Hills,West Trenton Line,SEPTA Regional Rail,PA,SR3FHL,Forest Hills,40.12776866610,-75.02090615010
3,Torresdale,Trenton Line,SEPTA Regional Rail,PA,SR7TOR,Torresdale,40.05443906230,-74.98439918340
2,Holmesburg Junction,Trenton Line,SEPTA Regional Rail,PA,SR7HJN,Holmesburg Junction,40.03251064110,-75.02397845840
2,Tacony,Trenton Line,SEPTA Regional Rail,PA,SR7TCY,Tacony,40.02319293840,-75.03909148440
2,Wissinoming,Trenton Line,SEPTA Regional Rail,PA,SR7WSG,Wissinoming,40.01459276030,-75.05596594630
2,Bridesburg,Trenton Line,SEPTA Regional Rail,PA,SR7BBG,Bridesburg,40.01075633780,-75.06990795650
na,Frankford Trans. Ctr.,Market/Frankford Line,Subway-Elavated,PA,SMFFFD,Frankford Trans. Ctr.,40.02290793140,-75.07806280260
na,Margaret-Orthodox,Market/Frankford Line,Subway-Elavated,PA,SMFMAR,Margaret-Orthodox,40.01597542090,-75.08445290990
2,Morton,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3MRT,Morton,39.90794417780,-75.32826039400
2,Secane,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3SCN,Secane,39.91568230470,-75.30982043630
2,Clifton - Aldan,Media/Elwyn Line,SEPTA Regional Rail,PA,SR3CLF,Clifton - Aldan,39.92664513790,-75.29029494060
na,Clifton - Aldan,Route 102 Trolley,Surface Trolley,PA,S02CLF,Clifton - Aldan,39.92548575060,-75.28995140830
na,Shisler Avenue,Route 102 Trolley,Surface Trolley,PA,S02SLR,Shisler Avenue,39.92326302030,-75.28970864610
na,Providence Road,Route 102 Trolley,Surface Trolley,PA,S02PVD,Providence Road,39.92174670550,-75.28851558870
na,Magnolia Avenue,Route 102 Trolley,Surface Trolley,PA,S02MAG,Magnolia Avenue,39.91939508660,-75.28679947680
na,North Street,Route 102 Trolley,Surface Trolley,PA,S02NOR,North Street,39.91772744640,-75.28557452620
na,Bartram Avenue,Route 102 Trolley,Surface Trolley,PA,S02BAR,Bartram Avenue,39.91458314690,-75.28417717510
na,Andrews Avenue,Route 102 Trolley,Surface Trolley,PA,S02ANW,Andrews Avenue,39.91170843230,-75.28196188100
na,Collingdale,Route 102 Trolley,Surface Trolley,PA,S02CGD,Collingdale,39.91035450550,-75.28090660200
na,Springfield Road (102),Route 102 Trolley,Surface Trolley,PA,S02SFR,Springfield Road,39.92735955900,-75.29271140260
2,Sharon Hill,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2SHL,Sharon Hill,39.90414971960,-75.27140550510
2,Curtis Park,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2CPK,Curtis Park,39.90798650720,-75.26489990600
2,Darby,Wilmington/Newark Line,SEPTA Regional Rail,PA,SR2DBY,Darby,39.91297742550,-75.25486242210
5,West Trenton,West Trenton Line,SEPTA Regional Rail,NJ,SR3WTN,West Trenton,40.25725484440,-74.81536881080
6,Trenton,Trenton Line,SEPTA Regional Rail,NJ,SR7TTN,Trenton,40.21851344980,-74.75389240880
na,Trenton,NJ Transit,NJ Transit,NJ,SR7TTN,Trenton,40.21851344980,-74.75389240880
na,Princeton Junction,Northeast Corridor,NJ Transit,NJ,NNCPJN,Princeton Junction,40.31605622910,-74.62421089780
na,Princeton,Northeast Corridor,NJ Transit,NJ,NNCPTN,Princeton,40.34300921530,-74.65926287000
5,Link Belt,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5LNK,Link Belt,40.27389439530,-75.24679761730
5,Colmar,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5COL,Colmar,40.26823703700,-75.25450359540
5,Fortuna,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5FTA,Fortuna,40.25951979610,-75.26625886990
5,Lansdale,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5LDL,Lansdale,40.24291743830,-75.28488749720
5,Pennbrook,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5PNB,Pennbrook,40.23009389740,-75.28174637450
na,11th Street,Market/Frankford Line,Subway-Elavated,PA,SMF11S,11th,39.95168646190,-75.15832355080
na,13th Street,Market/Frankford Line,Subway-Elavated,PA,SMF13S,13th,39.95205882920,-75.16145129930
na,15th Street,Market/Frankford Line,Subway-Elavated,PA,SMF15S,15th,39.95253842510,-75.16532271160
C,Suburban Station,SEPTA Main Line,SEPTA Regional Rail,PA,SCCSUB,Suburban Station,39.95419947170,-75.16739399790
C,Market East,SEPTA Main Line,SEPTA Regional Rail,PA,SCCMKE,Market East,39.95244490850,-75.15702759660
na,City Hall,Broad Street Line,Subway,PA,SBSCHA,City Hall,39.95205408840,-75.16363984660
na,15th-16th Street,PATCO,PATCO,PA,PHS15L,15th-16th Street,39.94837156860,-75.16700986150
na,Walnut-Locust,Broad Street Line,Subway,PA,SBSWAL,Walnut-Locust,39.94865360490,-75.16436449830
na,12th-13th Street,PATCO,PATCO,PA,PHS12L,12th-13th Street,39.94770209100,-75.16147513600
na,9th-10th Street,PATCO,PATCO,PA,PHS09L,9th-10th Street,39.94720603530,-75.15680000600
C,30th Street Station,SEPTA Main Line,SEPTA Regional Rail,PA,SCC30S,30th Street Station,39.95659110640,-75.18178675010
na,30th Street Station,NJ Transit,NJ Transit,PA,SCC30S,30th Street Station,39.95659110460,-75.18178675010
na,30th Street,Market/Frankford Line,Subway-Elavated,PA,SMF30S,30th,39.95485606050,-75.18354102350
na,34th Street,Market/Frankford Line,Subway-Elavated,PA,SMF34S,34th,39.95584377970,-75.19145854770
na,40th Street,Market/Frankford Line,Subway-Elavated,PA,SMF40S,40th,39.95714963300,-75.20195263440
na,46th Street,Market/Frankford Line,Subway-Elavated,PA,SMF46S,46th,39.95863133210,-75.21401841740
na,52nd Street,Market/Frankford Line,Subway-Elavated,PA,SMF52S,52nd,39.95998939150,-75.22487812790
5,Doylestown,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5DYT,Doylestown,40.30605252350,-75.13075466920
5,Delaware Valley College,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5DVC,Del Val College,40.29727119110,-75.16174609210
5,New Britain,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5NBR,New Britain,40.29744405570,-75.17969809880
5,Chalfont,Lansdale/Doylestown Line,SEPTA Regional Rail,PA,SR5CHF,Chalfont,40.28774619140,-75.21018622130
4,Warminster,Warminster Line,SEPTA Regional Rail,PA,SR2WRM,Warminster,40.19645555640,-75.08783473000
4,Trevose,West Trenton Line,SEPTA Regional Rail,PA,SR3TRV,Trevose,40.14017820960,-74.98279000330
4,Neshaminy Falls,West Trenton Line,SEPTA Regional Rail,PA,SR3NSH,Neshaminy Falls,40.14688032750,-74.96217092090
4,Langhorne,West Trenton Line,SEPTA Regional Rail,PA,SR3LHN,Langhorne,40.16063065940,-74.91311114480
